Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
204,Rare Classics,1969,Ferrari,Dino 246 GT,Ferrari Dino,1969 Ferrari Dino 246 GT,,S11,,,,Legendary,"425,000",C,512,6.0,4.8,5.0,5.8,4.5,195,165,2380,12.21,41,2418,NA,V,6,M,RWD,Both,205,Forza,"321, 300, 562v8",,,TT,stock,Europe,Italy,,,2,L,4,,,7.900,21.500,15.066,145.0,194.1,488.2,0.75,0.75,13.600,9/7/2018,Factory
205,Rare Classics,1968,Ferrari,365 GTB/4,Ferrari 365 GTB4,1968 Ferrari 365 GTB/4,,,,,,Epic,"600,000",B,641,7.5,5.1,5.9,7.1,4.6,405,365,3600,8.89,52,4390,NA,V,12,F,RWD,Yes,215,Forza,562v8,,,T. PDS,stock,Europe,Italy,,,2,L,4,,WFRC,5.916,12.000,13.033,189.9,199.5,492.5,0.74,0.74,6.084,9/7/2018,Factory
206,Classic Racers,1967,Ferrari,#24 Ferrari Spa 330 P4,#24 Ferrari P4,1967 Ferrari #24 Ferrari Spa 330 P4,,S22,"S15.4, S16 BF",,,Legendary,"10,000,000",A,799,7.6,6.8,7.3,8.9,6.0,450,385,2271,5.05,40,3967,NA,V,12,M,RWD,no,305,Forza,none,799,810,none,stock,Europe,Italy,,,2,R,4,,"OR, CS, HR",3.800,8.000,11.100,198.5,141.8,357.4,0.95,0.99,4.200,9/7/2018,Race
207,Classic Racers,1963,Ferrari,250LM,Ferrari 250LM,1963 Ferrari 250LM,,,,,,Legendary,"10,000,000",A,732,7.1,6.0,5.1,5.9,5.6,315,231,2094,6.65,45,3286,NA,V,12,M,RWD,no,265,Forza,562v8,732,742,TT,stock,Europe,Italy,,,2,R,4,,HR,6.500,11.900,12.983,178.7,152.7,384.4,0.83,0.83,5.400,9/7/2018,Race
208,Classic Racers,1962,Ferrari,250 GTO,Ferrari 250 GTO,1962 Ferrari 250 GTO,,,S7,,,Legendary,"10,000,000",B,679,7.0,5.6,5.3,6.2,4.7,300,216,2299,7.66,52,2953,NA,V,12,F,RWD,no,225,Forza,562v8,679,690,TT,stock,Europe,Italy,,,2,R,4,,"WFRC, CS, HR, SS",6.100,13.100,13.500,175.2,188.2,469.2,0.78,0.77,7.000,9/7/2018,Factory
209,Rare Classics,1962,Ferrari,250 GT Berlinetta Lusso,Ferrari 250 GT,1962 Ferrari 250 GT Berlinetta Lusso,,,S18.2,,,Legendary,"2,600,000",C,568,6.3,4.7,5.6,7.2,4.6,250,215,2249,9.00,52,2953,NA,V,12,F,RWD,Both,205,Forza,"300, 562v8",568,593,"TT, CS",stock,Europe,Italy,,,2,L,4,,HR,6.800,14.130,13.533,150.9,195.4,487.6,0.74,0.73,7.330,9/7/2018,Factory
210,Classic Racers,1957,Ferrari,250 Testa Rossa,Ferrari 250 TR,1957 Ferrari 250 Testa Rossa,,"S10, S13, S16, S20, S25",,,,Legendary,"10,000,000",A,704,6.9,5.6,6.0,7.7,4.7,300,223,2028,6.76,52,2953,NA,V,12,F,RWD,no,195,Forza,562v8,704,728,"TT, PDS",stock,Europe,Italy,,Yes,2,R,4,,"CS, HR",6.100,13.000,13.017,170.2,187.9,470.5,0.77,0.76,6.900,9/7/2018,Race
211,Rare Classics,1957,Ferrari,250 California,Ferrari 250 Cali,1957 Ferrari 250 California,,,,,,Legendary,"8,000,000",C,540,6.2,4.6,5.2,6.0,4.5,262,188,2315,8.84,52,2953,NA,V,12,F,RWD,no,185,Forza,"300, 562v8",540,562,"TT, PDS",stock,Europe,Italy,,Yes,2,L,4,,"CS, HR, IMC",6.500,14.700,14.860,148.7,202.1,500.4,0.73,0.72,8.200,9/7/2018,Factory
212,Classic Racers,1953,Ferrari,500 Mondial,Ferrari 500M,1953 Ferrari 500 Mondial,,"S7, S15, S17, S20, S23, S27",,,,Legendary,"1,000,000",C,544,6.1,5.1,4.7,5.0,4.7,168,135,1852,11.02,51,1985,NA,Inline,4,F,RWD,no,180,Roof,"321, 300",544,558,none,stock,Europe,Italy,,Yes,2,R,4,,,7.450,17.480,15.267,145.2,197.8,486.1,0.75,0.74,10.030,9/7/2018,Race
213,Classic Racers,1948,Ferrari,166MM Barchetta,Ferrari 166MM,1948 Ferrari 166MM Barchetta,,"S14, S18, S26",,,,Legendary,"6,500,000",C,554,5.7,5.1,5.5,7.1,4.9,138,117,1433,10.38,52,1995,NA,V,12,F,RWD,Rear,140,Hood,"300, 562v8",554,579,PDS,stock,Europe,Italy,,Yes,2,R,4,,"DvG, mm, HR",8.679,18.200,13.733,135.4,200.8,484.7,0.74,0.74,9.521,9/7/2018,Race
214,Classic Sports Cars,1980,FIAT,124 Sport Spider,FIAT 124 Spider,1980 FIAT 124 Sport Spider,,,,,,Common,"25,000",D,244,4.9,4.0,4.2,6.5,4.0,102,110,2310,22.65,54,1995,NA,Inline,4,F,RWD,Both,185,Forza,"321, 300",244,257,"T, PDS",stock,Europe,Italy,,Yes,2,L,4,,"RPC, SS",9.000,35.000,17.300,109.5,194.5,473.2,0.69,0.68,26.000,9/7/2018,Factory
215,Classic Sports Cars,1975,FIAT,X1/9,FIAT X1/9,1975 FIAT X1/9,Exclusive,S30,,202012 Series 30,,Rare,"250,000",D,127,4.8,4.1,4.0,5.7,3.7,61,67,2210,36.23,40,1290,NA,Inline,4,M,RWD,Both,185,Forza,300,127,155,"T, PDS",stock,Europe,Italy,,,2,L,4,,RPC,12.700,70.000,,102.0,210.2,512.1,0.70,0.69,57.300,8/15/2017,Factory
216,Classic Sports Cars,1969,FIAT,Dino 2.4 Coupe,FIAT Dino,1969 FIAT Dino 2.4 Coupe,Exclusive,"S10, S16, S19","S13, S16 BF, S24",201906 Series 10,,Legendary,"250,000",D,468,5.7,4.7,5.4,6.9,4.5,180,159,3086,17.14,52,2418,NA,V,6,F,RWD,Front,205,Forza,"321, 300, 455, 485, 850, 262",468,488,"T, PDS",stock,Europe,Italy,,,2,L,4,,,8.118,21.600,15.117,133.3,199.7,491.8,0.74,0.73,13.482,7/25/2017,Factory
217,Modern Muscle,2020,Ford,Mustang Shelby GT500,Ford GT500 '20,2020 Ford Mustang Shelby GT500,Exclusive,S32,,202102 Series 32,,Epic,"250,000",S1,863,7.9,7.9,7.0,8.6,8.4,760,625,4171,5.49,56,5163,PDS,V,8,F,RWD,Both,315,Forza,640,863,865,TT,,N. America,U.S.,,,2,L,4,,,3.300,6.714,,204.0,145.0,318.7,1.16,1.26,3.414,2/11/2021,Factory
218,Offroad,2019,Ford,Ranger Raptor,Ford Ranger Raptor,2019 Ford Ranger Raptor,,,,201907 Series 11,,Epic,"58,000",D,498,5.5,5.8,4.6,7.3,5.6,211,368,5141,24.36,57,1996,TT,V,4,F,AWD,Both,285,Bars/Bed,"415, 450, 662, 300, 850",504,498,none,eng,N. America,U.S.,,,4,R,4,,HH,10.000,29.918,,125.0,275.0,522.8,0.84,0.84,19.918,7/1/2019,Factory
219,Extreme Track Toys,2018,Ford,#25 Mustang RTR,#25 RTR Mustang,2018 Ford #25 Mustang RTR,Exclusive,"S7, S14, Backstage","S10, S22",201903 Series 7,,Epic,"500,000",S1,871,6.6,7.9,6.7,8.4,8.0,1000,737,3100,3.10,51,7146,NA,V,8,F,RWD,no,295,none,"1350, 1000, 914",871,924,"TT, PDS, CS",,N. America,U.S.,,,2,L,4,,,4.200,6.900,10.650,162.2,104.1,255.8,1.32,1.41,2.700,3/14/2019,Race
220,Extreme Track Toys,2018,Ford,#88 Mustang RTR,#88 RTR Mustang,2018 Ford #88 Mustang RTR,Exclusive,"S7, S17, S24, S26, Backstage","S10, S14.1",201903 Series 7,,Epic,"500,000",S1,871,6.6,7.9,6.7,8.4,8.0,1000,737,3100,3.10,51,7146,NA,V,8,F,RWD,no,295,none,"1350, 1000, 914",871,924,"TT, PDS, CS",,N. America,U.S.,,,2,L,4,,,4.200,6.900,10.650,162.2,103.1,254.2,1.32,1.41,2.700,3/14/2019,Livery
221,Modern Muscle,2018,Ford,Mustang GT DeBerti Design,Ford Mustang DD,2018 Ford Mustang GT DeBerti Design,DLC store,Free w/DLC,,FH4 Car Pass / HP,,Epic,"500,000",S1,835,8.2,7.1,7.2,8.8,7.3,750,653,3820,5.09,53,5031,PDS,V,8,F,RWD,Yes,?,Forza,"640, 700",835,848,none,,N. America,U.S.,,,2,L,4,,,3.600,7.500,,210.0,142.2,336.6,1.01,1.04,3.900,10/23/2018,Tuner
222,Modern Muscle,2018,Ford,Mustang RTR Spec 5,Ford Mustang S5,2018 Ford Mustang RTR Spec 5,Exclusive,"S7, S11, S15, S22, Backstage Pass","S13, S16 BF",201903 Series 7,,Epic,"500,000",A,780,8.2,7.1,7.2,8.8,7.3,497,454,3537,7.12,53,5031,NA,V,8,F,RWD,Yes,305,Forza,"526, 640, 1000",780,780,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,4.915,10.700,12.733,180.8,145.5,357.3,0.97,1.00,5.785,3/14/2019,Tuner
223,Modern Muscle,2018,Ford,Mustang GT,Ford Mustang '18,2018 Ford Mustang GT,,Loyalty Rewards,,,,Common,"40,000",A,778,7.5,6.5,6.4,8.1,6.6,460,420,3705,8.05,53,5031,NA,V,8,F,RWD,Both,275,Forza,640,778,792,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,4.300,9.700,,191.3,156.3,372.6,0.93,0.95,5.400,9/7/2018,Factory
224,Extreme Offroad,2018,Ford,F-150 Prerunner DeBerti Design Truck,Ford F-150 DD,2018 Ford F-150 Prerunner DeBerti Design Truck,Exclusive,"Eliminator, S14, S16","S25.3, S26.3",201909 Series 14,,Epic,"250,000",A,750,6.5,6.3,7.4,9.0,6.3,800,800,7000,8.75,49,4951,TT,V,8,F,RWD,no,345,"Front bar, mudflaps","850, 1000, 914",750,761,none,eng,N. America,U.S.,,,4,L,4,,HH,5.093,12.300,,158.2,160.7,392.6,0.83,0.82,7.207,9/23/2019,Tuner
225,Modern Super Cars,2017,Ford,"GT ""Welcome Pack""",Ford GT WP,"2017 Ford GT ""Welcome Pack""",DLC store,,,202007 Welcome,,Legendary,"400,000",S2,998,9.2,10.0,8.3,9.6,10.0,867,663,2745,3.17,43,3500,TT,V,6,M,RWD,no,345,Forza,none,998,996,none,,N. America,U.S.,,,2,L,4,,,2.916,5.517,,251.5,97.2,220.8,1.53,1.87,2.601,7/28/2020,Upgraded
226,Modern Super Cars,2017,Ford,GT,Ford GT '17,2017 Ford GT,,,,,,Epic,"400,000",S1,900,8.6,8.4,7.5,9.0,8.9,630,539,2890,4.59,43,3500,TT,V,6,M,RWD,Both,325,Forza,none,,,none,eng,N. America,U.S.,,,2,L,4,,FF,2.900,5.500,10.683,226.4,117.3,277.9,1.12,1.27,2.600,9/7/2018,Factory
227,Rally Monsters,2017,Ford,#14 Rahal Letterman Lanigan Racing GRC Fiesta,Ford Fiesta GRC,2017 Ford #14 Rahal Letterman Lanigan Racing GRC Fiesta,,,,,,Legendary,"500,000",S1,880,5.8,7.7,10.0,10.0,8.0,600,664,2746,4.58,54,2044,T,Inline,4,F,AWD,no,235,Rally lights,300,857,880,none,,N. America,U.S.,,,3,L,4,,,2.800,5.900,,139.2,138.5,326.8,1.07,1.16,3.100,9/7/2018,Race
228,Rally Monsters,2017,Ford,M-Sport Fiesta RS,Ford Fiesta RS,2017 Ford M-Sport Fiesta RS,,S27,,,,Legendary,"500,000",S1,819,5.9,7.9,9.9,10.0,8.2,375,332,2800,7.47,53,1600,T,Inline,4,F,AWD,no,215,Adjustable,300,811,819,none,,N. America,U.S.,,,3,L,4,,DD,3.400,8.417,,144.2,194.1,380.4,1.05,1.18,5.017,9/7/2018,Race
229,Super Hot Hatch,2017,Ford,Focus RS Preorder Car,Ford Focus PO,2017 Ford Focus RS Preorder Car,DLC promo,Free w/DLC,"S19.VD, S23",FH4 Retail Bonus,,Rare,"59,000",A,800,6.9,6.3,7.3,9.2,6.5,401,400,2668,6.65,59,2261,T,Inline,4,F,AWD,no,235,Widebody kit,415,800,802,none,eng,N. America,U.S.,,,5,L,4,,,4.400,11.200,,188.3,135.4,330.1,0.92,0.98,6.800,6/11/2018,Upgraded
230,Super Hot Hatch,2017,Ford,Focus RS,Ford Focus '17,2017 Ford Focus RS,,,,,,Rare,"59,000",A,718,6.9,6.3,7.3,9.2,6.5,350,350,3446,9.85,59,2261,T,Inline,4,F,AWD,Both,235,Preset / WB,415,730,718,none,eng,N. America,U.S.,Focus,,5,L,4,,,4.400,11.200,12.367,173.1,154.6,372.9,0.89,0.92,6.800,9/7/2018,Factory
231,Offroad,2017,Ford,F-150 Raptor,Ford Raptor '17,2017 Ford F-150 Raptor,,Loyalty Rewards,,,,Rare,"63,000",B,627,5.8,5.9,6.4,8.5,5.4,450,500,5450,12.11,57,3496,TT,V,6,F,AWD,no,315,Truck Bed,"415, 450, 662, 850",636,627,none,no,N. America,U.S.,,,2,L,4,,HH,6.100,16.482,13.800,136.3,239.4,498.7,0.86,0.86,10.382,9/7/2018,Factory
232,Track Toys,2016,Ford,Shelby GT350R,Ford Mustang '16,2016 Ford Shelby GT350R,,,,,,Rare,"75,000",S1,840,7.7,8.1,7.2,8.8,8.5,526,429,3660,6.96,53,5163,NA,V,8,F,RWD,Both,315,Sport,"526, 640",840,846,"TT, PDS",stock,N. America,U.S.,Mustang,,2,L,4,,,3.900,8.600,11.900,189.2,142.6,313.3,1.18,1.28,4.700,9/7/2018,Factory
233,Modern Muscle,2015,Ford,Falcon GT F 351,Ford Falcon '15,2015 Ford Falcon GT F 351,,,,,,Common,"60,000",A,739,7.5,6.1,6.2,7.8,6.4,471,420,4030,8.56,54,4951,PDS,V,8,F,RWD,Both,275,Forza,640,739,753,none,eng,N. America,U.S.,,,4,R,4,,,4.486,9.685,12.533,183.5,164.0,376.3,0.88,0.90,5.199,9/7/2018,Factory
234,Extreme Offroad,2014,Ford,#11 Rockstar F-150 Trophy Truck,#11 Ford F-150,2014 Ford #11 Rockstar F-150 Trophy Truck,,"S21, S26, S31",S11,,,Legendary,"500,000",A,785,6.4,6.6,6.6,8.0,6.2,850,690,6250,7.35,60,7500,NA,V,8,F,RWD,no,345,Offroad lights,none,785,798,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,"DvG, HH",4.946,11.611,13.200,152.2,171.3,415.3,0.87,0.86,6.665,9/7/2018,Race
235,Vans & Utility,2014,Ford,FPV Limited Edition Pursuit Ute,Ford Ute '14,2014 Ford FPV Limited Edition Pursuit Ute,,,,,,Rare,"50,000",A,710,7.0,5.8,6.1,7.7,5.9,422,402,3946,9.35,53,4951,PDS,V,8,F,RWD,Both,245,Roo bars / lights,"415, 640, 700",710,724,none,eng,N. America,U.S.,,,2,R,4,,,5.000,11.016,12.983,175.7,167.5,397.2,0.86,0.85,6.016,9/7/2018,Factory
236,Extreme Offroad,2014,Ford,Ranger T6 Rally Raid,Ford Ranger T6,2014 Ford Ranger T6 Rally Raid,,,,,,Legendary,"500,000",A,703,5.4,5.8,7.0,10.0,5.8,349,413,4354,12.48,55,4949,NA,V,8,F,AWD,no,245,none,"415, 640, 700, 662, 850",697,703,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,"FF, DvG, WW",5.450,15.452,14.333,126.0,220.0,457.2,0.84,0.83,10.002,9/7/2018,Race
237,Hot Hatch,2014,Ford,Fiesta ST,Ford Fiesta '14,2014 Ford Fiesta ST,,,,,,Common,"25,000",B,621,6.1,6.1,5.8,7.4,5.7,197,202,2720,13.81,61,1596,T,Inline,4,F,FWD,Yes,205,Forza,300,,,none,no,N. America,U.S.,,,5,L,4,,"RPC, DD",6.900,18.000,14.800,145.7,160.2,403.7,0.87,0.90,11.100,9/7/2018,Factory
238,Modern Muscle,2013,Ford,Shelby GT500,Ford Mustang '13,2013 Ford Shelby GT500,,,,,,Epic,"115,000",A,774,7.8,6.4,6.1,7.7,6.4,662,631,3898,5.89,57,5812,PDS,V,8,F,RWD,Both,285,Hood,662,774,800,TT,eng,N. America,U.S.,Mustang,,2,L,4,,,3.500,7.713,11.700,201.0,163.7,379.7,0.90,0.94,4.213,9/7/2018,Factory
239,Vans & Utility,2011,Ford,Transit SuperSportVan Forza Edition,Ford Transit FE,2011 Ford Transit SuperSportVan Forza Edition,DLC Exclusive,Free w/DLC,,FH4 VIP,Speed Skills,FE,"300,000",B,695,5.4,9.4,5.4,8.5,9.4,198,332,2866,14.47,60,3198,T,Inline,5,F,RWD,Yes,325,Preset FE Street,"415, 700, 630, 750",703,695,none,eng,N. America,U.S.,,,V,R,4,,DvG,,,,,,,,,.000,9/28/2018,Upgraded
240,Offroad,2011,Ford,F-150 SVT Raptor,Ford Raptor '11,2011 Ford F-150 SVT Raptor,Exclusive,"S10, S13, S16, S24, S25",,,,Common,"42,000",C,564,6.1,5.5,5.8,7.2,4.9,411,434,6006,14.61,57,6210,NA,V,8,F,AWD,no,315,Offroad lights Bed,"415, 640, 700, 662, 850",571,564,"TT, CS",stock,N. America,U.S.,,,2,L,4,,HH,6.600,19.200,15.166,147.4,F,F,0.83,0.82,12.600,8/8/2017,Factory
241,Vans & Utility,2011,Ford,Transit SuperSportVan,Ford Transit SSV,2011 Ford Transit SuperSportVan,,Story: Express,,,,Rare,"50,000",D,416,5.4,5.1,4.6,7.1,5.1,198,346,4493,22.69,60,3198,T,Inline,5,F,RWD,Yes,295,Street,"321, 415, 224, 662",416,423,none,eng,N. America,U.S.,,,V,R,4,,"DvG, HH",13.200,34.500,17.233,123.0,183.4,424.9,0.84,0.83,21.300,9/7/2018,Factory
242,Retro Muscle,2010,Ford,Crown Victoria Police Interceptor,Crown Victoria,2010 Ford Crown Victoria Police Interceptor,Exclusive,"S8, S12, S16, S24",S16.4,,,Common,"25,000",C,521,6.0,5.1,4.9,5.6,4.7,250,297,4057,16.23,55,4606,NA,V,8,F,RWD,Rear,235,Police Lights,"415, 640, 662, 700",521,534,"TT, PDS",stock,N. America,U.S.,,,4,L,4,,RPC,7.900,21.682,15.967,141.4,199.4,480.1,0.80,0.79,13.782,9/7/2018,Factory
243,Super Hot Hatch,2009,Ford,Focus RS,Ford Focus '09,2009 Ford Focus RS,,,,,,Rare,"25,000",B,696,6.3,6.3,6.0,7.6,6.5,300,318,3236,10.79,62,2522,T,Inline,5,F,AWD,Yes,235,Forza,300,716,721,none,eng,N. America,U.S.,Focus,,3,R,4,,"RPC, DD",5.900,14.000,13.683,155.4,145.3,363.2,0.90,0.91,8.100,9/7/2018,Factory
244,Retro Super Cars,2005,Ford,GT,Ford GT '05,2005 Ford GT,,,,,,Epic,"300,000",S1,810,8.1,7.1,6.4,7.3,7.4,550,500,3390,6.16,43,3500,PDS,V,8,M,RWD,Both,315,Forza,"640, 630, 750",810,812,TT,eng,N. America,U.S.,,,2,L,4,,,3.800,8.800,12.200,212.7,133.0,331.1,0.98,1.04,5.000,9/7/2018,Factory
245,Modern Rally,2003,Ford,Focus RS,Ford Focus '03,2003 Ford Focus RS,,,,,,Common,"30,000",B,649,6.0,6.2,6.0,7.7,6.4,212,228,2822,13.31,63,1988,T,Inline,4,F,FWD,Yes,225,Aftermarket,300,669,671,none,no,N. America,U.S.,Focus,,3,L,4,,,6.400,16.200,14.217,142.8,145.1,365.0,0.89,0.91,9.800,9/7/2018,Factory
246,Retro Muscle,2000,Ford,SVT Cobra R,Ford Mustang '00,2000 Ford SVT Cobra R,,,,,,Common,"55,000",B,682,7.3,5.7,5.8,7.4,5.6,385,385,3589,9.32,57,5409,NA,V,8,F,RWD,Yes,265,Forza,"415, 640",682,701,"T, TT, PDS, CS",stock,N. America,U.S.,Mustang,,2,L,4,,MvT,4.400,10.600,12.900,182.9,175.2,418.4,0.85,0.88,6.200,9/7/2018,Factory
247,Retro Rally,1999,Ford,Racing Puma,Ford Racing Puma,1999 Ford Racing Puma,Exclusive,"S22, S26, S29",S25,202005 Series 22,,Rare,"250,000",C,549,5.7,6.1,5.3,6.7,5.6,153,119,2588,16.92,59,1679,NA,Inline,4,F,FWD,no,215,Street rally lights,"300, 224",564,563,"T, PDS",stock,N. America,U.S.,,,3,R,4,,,7.900,20.983,,135.2,156.1,379.2,0.88,0.90,13.083,5/4/2020,Factory
248,Track Toys,1994,Ford,Supervan 3,Ford Supervan 3,1994 Ford Supervan 3,Exclusive,"S19, S23, S28",S25,202002 Series 19,,Epic,"500,000",S1,828,5.8,9.4,8.2,9.6,10.0,295,283,1962,6.65,45,2935,NA,V,6,M,RWD,Both,335,none,"485, 750, 850, 914",828,819,none,stock,N. America,U.S.,,,V,R,4,,,4.500,9.900,,138.5,109.0,257.9,1.26,1.48,5.400,2/10/2020,Tuner
249,Retro Muscle,1993,Ford,SVT Cobra R,Ford Mustang '93,1993 Ford SVT Cobra R,Exclusive,"S10, S17, S22","S13.3, S19.4",,,Common,"28,000",C,533,6.1,4.8,5.5,7.0,4.9,235,280,3125,13.30,57,4942,NA,V,8,F,RWD,Both,245,Aftermarket?,"415, 640, 700",533,543,"T, TT, PDS, CS",stock,N. America,U.S.,Mustang,,2,L,4,,,5.700,15.500,14.200,143.4,181.2,442.1,0.78,0.77,9.800,9/7/2018,Factory
250,Retro Rally,1992,Ford,Escort RS Cosworth,Ford Escort '92,1992 Ford Escort RS Cosworth,,,,,,Rare,"66,000",C,566,6.0,5.3,6.0,8.0,5.3,224,224,2811,12.55,56,1993,T,Inline,4,F,AWD,Both,225,Preset / Rally,"224, 415, 300",575,566,none,eng,N. America,U.S.,,,2,R,4,,"UH, HOM",6.200,17.400,14.882,144.0,159.4,394.8,0.86,0.87,11.200,9/7/2018,Factory
251,Retro Saloons,1987,Ford,Sierra Cosworth RS500,Ford RS500,1987 Ford Sierra Cosworth RS500,,,,,,Rare,"66,000",B,608,6.4,5.7,6.1,7.7,5.2,224,206,2734,12.21,51,1993,T,Inline,4,F,RWD,Both,205,Forza,"321, 415, 300, 662",608,624,none,eng,N. America,U.S.,,,2,R,4,,HOM,6.100,16.200,15.100,155.3,182.0,446.2,0.83,0.88,10.100,9/7/2018,Factory
252,Retro Hot Hatch,1986,Ford,Escort RS Turbo,Ford Escort RS,1986 Ford Escort RS Turbo,Exclusive,Barn Find,,,,Legendary,"25,000",C,506,5.5,5.2,5.7,7.3,4.9,130,133,2154,16.57,61,1597,T,Inline,4,F,FWD,Both,195,Rally lights,"300, 224",,,none,,N. America,U.S.,,,3,R,4,,RPC,8.100,21.200,,127.7,178.4,454.7,0.81,0.82,13.100,9/7/2018,Factory
253,Rally Monsters,1985,Ford,RS200 Evolution,Ford RS200,1985 Ford RS200 Evolution,Exclusive,Horizon Life,,,,Legendary,"260,000",S1,839,6.2,7.4,8.2,8.0,7.2,506,401,2464,4.87,50,2137,T,Inline,4,M,AWD,Both,245,Forza,none,831,839,none,,N. America,U.S.,,,2,L,4,,,3.679,9.100,12.080,153.2,166.6,385.8,0.98,1.06,5.421,9/7/2018,Factory
254,Retro Hot Hatch,1981,Ford,Fiesta XR2,Ford Fiesta '81,1981 Ford Fiesta XR2,,,,,,Common,"25,000",D,324,4.8,4.7,4.9,6.4,4.6,84,91,1852,22.05,60,1598,NA,Inline,4,F,FWD,Both,185,Rally,"300, 224",346,350,"T, PDS",stock,N. America,U.S.,,,3,R,4,,RPC,9.400,39.000,17.083,107.3,185.6,464.6,0.77,0.76,29.600,9/7/2018,Factory
255,Classic Rally,1977,Ford,Escort RS1800,Ford Escort '77,1977 Ford Escort RS1800,,S30,,,,Epic,"88,000",D,311,5.2,4.0,5.1,6.5,3.7,115,126,1986,17.27,54,1835,NA,Inline,4,F,RWD,Both,175,Rally lights,"321, 415, 300, 224",,,T,stock,N. America,U.S.,,,2,R,4,,BRG,8.316,26.817,16.918,118.5,208.0,511.6,0.68,0.68,18.501,9/7/2018,Factory
256,Classic Rally,1977,Ford,#5 Escort RS1800 MkII,#5 Escort '77,1977 Ford #5 Escort RS1800 MkII,Exclusive,"S24, S29",,202006 Series 24,,Epic,"250,000",A,729,5.4,6.6,6.9,8.6,7.0,255,175,2161,8.47,50,1975,NA,Inline,4,F,RWD,Both,195,Remove lights/flaps,"321, 415, 300, 224",729,746,none,stock,N. America,U.S.,,,2,L,4,,,8.316,26.817,16.918,118.5,208.0,511.6,0.68,0.68,18.501,9/29/2020,Race
257,Offroad,1975,Ford,Bronco Barrett-Jackson Edition,Ford Bronco BJ,1975 Ford Bronco Barrett-Jackson Edition,DLC store,Free w/DLC & Car Pass,,201904 B-Jackson,,Epic,"105,000",B,630,5.4,6.3,6.6,8.1,5.7,320,395,3705,11.58,55,5750,NA,V,8,F,AWD,no,325,Bars / spare tire,"526, 300, 850",642,630,"TT, PDS",stock,N. America,U.S.,,,3,L,4,,,7.476,18.361,14.117,126.8,239.3,494.1,0.83,0.83,10.885,4/9/2019,Tuner
258,Offroad,1975,Ford,Bronco,Ford Bronco,1975 Ford Bronco,,,,,,Common,"38,000",D,379,5.2,4.2,5.3,7.0,3.9,205,300,3545,17.29,55,4949,NA,V,8,F,AWD,no,225,"Offroad, Bed","415, 640, 700, 662, 850",388,379,PDS,stock,N. America,U.S.,,,2,L,4,,IMC,8.580,28.140,15.783,119.6,226.8,546.2,0.70,0.69,19.560,9/7/2018,Factory
259,Rally Monsters,1973,Ford,Capri RS3100 Forza Edition,Ford Capri FE,1973 Ford Capri RS3100 Forza Edition,Exclusive,"S4, S7",,,Skills,FE,"305,000",B,613,5.7,6.5,5.5,7.1,5.3,148,187,2315,15.64,53,3091,NA,V,6,F,RWD,no,185,Rally lights,"321, 415, 526, 224",613,631,"TT, CS",stock,N. America,U.S.,,,2,R,4,,HOM,7.300,20.800,,132.9,178.2,449.0,0.85,0.84,13.500,9/7/2018,Upgraded
260,Classic Muscle,1973,Ford,XB Falcon GT,Ford XB Falcon,1973 Ford XB Falcon GT,Exclusive,"S14, S24","S8, S11",,,Common,"60,000",C,529,6.0,4.7,5.1,6.4,4.5,300,380,3047,10.16,59,5750,NA,V,8,F,RWD,Both,205,Preset / Muscle,"415, 640, 700",529,560,PDS,stock,N. America,U.S.,,,2,R,4,,IMC,8.100,21.000,15.800,141.1,203.4,491.8,0.73,0.73,12.900,9/7/2018,Factory
261,Classic Sports Cars,1973,Ford,Capri RS3100,Ford Capri MKI,1973 Ford Capri RS3100,,,,,,Rare,"55,000",D,478,5.7,4.7,5.4,6.9,4.4,148,187,2315,15.64,53,3091,NA,V,6,F,RWD,Rear,185,Rally lights,"321, 415, 224",478,502,"TT, CS",stock,N. America,U.S.,,,2,R,4,,HOM,7.300,20.800,15.720,130.9,192.1,484.2,0.74,0.73,13.500,9/7/2018,Factory
262,Classic Rally,1973,Ford,Escort RS1600,Ford Escort '73,1973 Ford Escort RS1600,,,,,,Rare,"73,000",D,440,5.2,5.0,5.4,6.7,4.8,113,110,1918,16.97,54,1601,NA,Inline,4,F,RWD,Both,175,Rally lights,"321, 300",440,467,T,stock,N. America,U.S.,,,2,R,4,,,8.300,24.200,15.533,117.7,198.5,480.6,0.73,0.72,15.900,9/7/2018,Factory
